id;foreststeppe;country;locality;N;E; ультурологическа€ периодика;јрхеологическое датирование;ћиграции;Economy;time.low;time.up;period;ѕор€док периодов;holocene;variable;n.species;n.bones
1;Pannonskaia;Hungaria;Tiszaszollos-Csakanyszeg;48,023;21,025;;;;1;7000;7000;AT1;1;middle;numeric;1;1
2;Pannonskaia;Hungaria;Roszke-Ludvar;46,186;20,034;;;;1;8000;7000;AT1;1;middle;numeric;4;508
3;Pannonskaia;Hungaria;Gyalaret;46,207;20,106;;;;1;8000;7000;AT1;1;middle;numeric;4;74
4;Pannonskaia;Hungaria;Ecsegfalva 23;47,15;20,92;n1;;;1;8000;7300;AT1;1;middle;numeric;4;287
5;Pannonskaia;Hungaria;Kiskore;47,501;20,492;;;;1;7000;6000;AT1-2;2;middle;numeric;3;23
6;Pannonskaia;Hungaria;Devavanya-Sarto;47,067;20,861;;;;1;7000;6000;AT1-2;2;middle;numeric;4;50
7;Pannonskaia;Hungaria;Tiszaluc-Valyogos;48,063;21,084;;;;1;7000;6000;AT1-2;2;middle;numeric;4;9
8;Pannonskaia;Hungaria;Polgar-Csoszhalom;47,867;21,117;n2;;;1;7300;6500;AT1-2;2;middle;numeric;4;1635
9;Pannonskaia;Hungaria;Bekasmegyer-Voros Csillag TSz;47,461;19,031;n;;;1;8000;6500;AT1-2;2;middle;numeric;3;33
10;Pannonskaia;Hungaria;Bekasmegyer;47,595;19,052;n;;;1;8000;6500;AT1-2;2;middle;numeric;3;9
11;Pannonskaia;Hungaria;Jaszbereny-Cserohalom;47,41;19,914;n;;;1;8000;6500;AT1-2;2;middle;numeric;2;2
12;Pannonskaia;Hungaria;Tiszavasvari-Keresztfal;48;20,686;n;;;1;8000;6500;AT1-2;2;middle;numeric;2;3
13;Pannonskaia;Hungaria;Aszod-Papi foldek;47,659;19,461;e`1;;;1;6500;5300;AT2-3;4;middle;numeric;4;1108
14;Pannonskaia;Hungaria;Kenderes-Kulis;47,277;20,649;e`1;;;1;6500;5300;AT2-3;4;middle;numeric;3;18
15;Pannonskaia;Hungaria;Kenderes-Telekhalom;47,3;20,7;e`1;;;1;6500;5300;AT2-3;4;middle;numeric;3;13
16;Pannonskaia;Hungaria;Aszod-Gepallomas;47,659;19,461;b1;;;1;5000;4500;AT3;5;middle;numeric;1;2
17;Pannonskaia;Hungaria;Albertirsa-Kostyelik P. udvara;47,254;19,674;b1;;;1;5000;4500;AT3;5;middle;numeric;1;1
18;Pannonskaia;Hungaria;Congrad-Petofi TSz homokgodre;46,777;20,0263;;;;1;5000;4500;AT3;5;middle;numeric;3;7
19;Pannonskaia;Hungaria;Nagyrev;46,943;20,14;b1;;;1;5000;4500;AT3;5;middle;numeric;2;6
20;Pannonskaia;Hungaria;Balatonoszod-Temetoi dulo;46,81;17,81;e`2;;;1;5300;4650;AT3;5;middle;numeric;3;6
21;Pannonskaia;Hungaria;Bekasmegyer-Buvati;47,461;19,031;e`2;;;1;5300;4650;AT3;5;middle;numeric;2;8
22;Pannonskaia;Hungaria;Tiszaszollos-Csakanyszeg;48,023;21,025;;;;1;5600;4800;AT3;5;middle;numeric;3;14
23;Pannonskaia;Hungaria;Sz?zhalombatta-F?ldv?r;47,314;18,906;;;;1;5000;4000;AT3-SB1;7;middle;numeric;3;28
24;Pannonskaia;Hungaria;Mezolak;47,329;17,371;;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;2;9
25;Pannonskaia;Hungaria;Borsosgyor-Teglagyari agyagbanya;47,315;17,433;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;1;2
26;Pannonskaia;Hungaria;Mezokomarom-Alsohegy;46,464;18,7;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;3;147
27;Pannonskaia;Hungaria;Bekasmegyer-Buvati;47,461;19,031;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;3;22
28;Pannonskaia;Hungaria;Tarnazsadany-Sandorresze;47,671;20,148;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;3;4
29;Pannonskaia;Hungaria;Kengyel;47,092;20,343;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;1;3
30;Pannonskaia;Hungaria;Hodmezovasarhely-Gorzsa-Kovacstanya (Kovacs Farmstead);46,371;20,432;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;2;3
31;Pannonskaia;Hungaria;Szihalom;47,778;20,478;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;2;44
32;Pannonskaia;Hungaria;Tiszafured-Asotthalom;46,621;20,619;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;3;49
33;Pannonskaia;Hungaria;Mezocsat-Pastidome;47,822;20,903;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;2;4
34;Pannonskaia;Hungaria;Tiszaszollos-Csakanyszeg;48,023;21,025;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;1;1
35;Pannonskaia;Hungaria;Bekes-Varoserdo;46,7185;21,2355;b;;;1-2;5000;3000;AT3-SB2;8;middle;numeric;4;1501
36;Pannonskaia;Hungaria;Aba-Barand;47,018;18,548;e`2;;;1;4300;4150;SB1;9;middle;numeric;2;6
37;Pannonskaia;Hungaria;Budapest-XI;47,618;19,04;e`2;;;1;4300;4150;SB1;9;middle;numeric;1;34
38;Pannonskaia;Hungaria;Csepel-Haros;47,404;19,083;;;;1;4800;3900;SB1;9;middle;numeric;3;224
39;Pannonskaia;Hungaria;Jaszdozsa;47,57;20,022;;;;2;3950;3700;SB2;11;middle;numeric;4;13
40;Pannonskaia;Hungaria;Tiszaluc-Dankadomb;48,036;21,063;;;;2;3950;3700;SB2;11;middle;numeric;4;425
41;Pannonskaia;Hungaria;Jaszfelsoszentgyorgy-Turoczi tanya (Farmstead);47,507;19,802;;;;2;2600;2500;SB3;13;middle;numeric;3;3
42;Pannonskaia;Hungaria;Koronczo-Babota;47,51;17,534;;;;2;2900;2400;SB3;13;middle;numeric;2;3
43;Pannonskaia;Hungaria;Koronczo-Toszer-dulo (Baulk);47,596;17,537;;;;2;2900;2400;SB3;13;middle;numeric;1;1
44;Pannonskaia;Hungaria;Veszprem-Jozsef Attila utca (Street) 70;47,085;17,899;;;;2;2900;2400;SB3;13;middle;numeric;2;3
45;Pannonskaia;Hungaria;Budapest-XI;47,618;19,04;;;;2;2900;2400;SB3;13;middle;numeric;4;12
46;Pannonskaia;Hungaria;Lengyer;47,038;19,781;;;;2;2900;2400;SB3;13;middle;numeric;3;6
47;Pannonskaia;Hungaria;Felsotarkany-Varhegy;47,963;20,408;;;;2;2900;2400;SB3;13;middle;numeric;4;239
48;Pannonskaia;Hungaria;Orvenyes-Hosszuretek-Dulo (Baulk);46,917;17,819;rb;;;2;3500;2100;SB2-SA1;17;middle-late;numeric;1;1
49;Pannonskaia;Hungaria;Kadarta;47,12;17,953;rb;;;2;3500;2100;SB2-SA1;17;middle-late;numeric;1;1
50;Pannonskaia;Hungaria;Tac-Fovenypuszta;47,097;18,415;rb;;;2;3500;2100;SB2-SA1;17;middle-late;numeric;4;121
51;Pannonskaia;Hungaria;Tarnok;47,367;18,86;rb;;;2;3500;2100;SB2-SA1;17;middle-late;numeric;1;1
52;Pannonskaia;Hungaria;Szazhalombatta-Dunafured;47,312;18,923;;;;2;3500;2100;SB2-SA1;17;middle-late;numeric;1;1
53;Pannonskaia;Hungaria;Nagyteteny;47,396;18,979;rb;;;2;3500;2100;SB2-SA1;17;middle-late;numeric;3;18
54;Pannonskaia;Hungaria;Budapest-Albertfalva;47,618;19,04;rb;;;2;3500;2100;SB2-SA1;17;middle-late;numeric;3;42
55;Pannonskaia;Hungaria;Bekasmegyer-Buvati;47,461;19,031;;;;2;2400;2100;SA1;21;late;numeric;1;1
56;Pannonskaia;Hungaria;Csepel-Haros;47,404;19,083;;;;2;2400;2100;SA1;21;late;numeric;3;14
57;Pannonskaia;Hungaria;Jaszfelsoszentgyorgy;47,53;19,79;r;;;2;2500;2200;SA1;21;late;numeric;3;3
58;Pannonskaia;Hungaria;Budakalasz;47,618;19,04;;;;2;2000;1500;SA1-2;22;late;numeric;2;14
59;Pannonskaia;Hungaria;Csatalja-Vagotthegy;46,03;18,95;s2;;;2;1000;700;SA2;23;late;numeric;2;2
60;Pannonskaia;Hungaria;Obuda-Piac;47,54;19,05;s2;;;2;1000;700;SA2;23;late;numeric;2;13
61;Pannonskaia;Hungaria;Csongrad-Felgyo;46,66;20,11;s2;;;2;1000;700;SA2;23;late;numeric;1;1
62;Pannonskaia;Hungaria;Kardoskut-Hatablak;46,45;20,63;s2;;;2;1000;700;SA2;23;late;numeric;2;4
63;Pannonskaia;Hungaria;Tiszavasvari-Paptelekhat;47,958;21,3567;;;;2;1000;700;SA2;23;late;numeric;1;2
64;Pannonskaia;Hungaria;Tiszalok-Razom;48,018;21,377;;;;2;1000;700;SA2;23;late;numeric;3;48
65;Pannonskaia;Hungaria;Tiszalok-Razom;48,16;21,38;s2;;;2;1000;700;SA2;23;late;numeric;3;48
66;Pannonskaia;Hungaria;Papa-Hantai ut;47,31;17,45;s2;;;2;1100;900;SA2;23;late;numeric;1;2
67;Pannonskaia;Hungaria;Saly-Lator;47,95;20,66;s2;;;2;1100;1000;SA2;23;late;numeric;3;24
68;Pannonskaia;Hungaria;Csatalja-Vagotthegy;46,03;18,921;;;;2;1111;699;SA2;23;late;numeric;2;2
69;Pannonskaia;Hungaria;Tac-Fovenypuszta;47,097;18,415;s;;;2;1200;700;SA2;23;late;numeric;1;1
70;Pannonskaia;Hungaria;Csongrad-Falgyo;46,672;20,16;s1-2;;;2;1200;700;SA2;23;late;numeric;1;1
71;Pannonskaia;Hungaria;Gorzsa;46,3;20,4;s2;;;2;1200;700;SA2;23;late;numeric;1;7
72;Pannonskaia;Hungaria;Tiszagyenda-Morotva (Lak);47,36;20,44;s2;;;2;1200;700;SA2;23;late;numeric;1;4
73;Pannonskaia;Hungaria;Kardoskut-Hatablak;46,487;20,665;;;;2;1200;700;SA2;23;late;numeric;2;4
74;Pannonskaia;Hungaria;Eperjes-Csikostabla;46,71;20,56;;;;2;1300;1200;SA2;23;late;numeric;3;6
75;Pannonskaia;Hungaria;Tazlar;46,55;19,52;;;;2;1700;1500;SA2;23;late;numeric;1;2
76;Pannonskaia;Hungaria;Tiszafoldv;46,95;20,25;;;;2;1700;1500;SA2;23;late;numeric;4;96
77;Pannonskaia;Hungaria;Ormenykut;46,83;20,74;;;;2;1700;1500;SA2;23;late;numeric;1;1
78;Pannonskaia;Hungaria;Endrod 170;46,93;20,77;;;;2;1700;1500;SA2;23;late;numeric;2;3
79;Pannonskaia;Hungaria;Tiszafured;47,54;20,81;;;;2;1700;1600;SA2;23;late;numeric;1;6
80;Pannonskaia;Hungaria;Tiszavasv;47,96;21,36;;;;2;1700;1500;SA2;23;late;numeric;3;3
81;Pannonskaia;Hungaria;Tiszavasv;47,96;21,36;;;;2;1800;1500;SA2;23;late;numeric;1;2
82;Pannonskaia;Hungaria;Kunszentm;46,96;19,17;;;;2;1900;1700;SA2;23;late;numeric;2;3
83;Pannonskaia;Hungaria;Szabadsza;46,88;19,22;;;;2;1900;1700;SA2;23;late;numeric;1;1
84;Pannonskaia;Hungaria;Kompolt 15;47,72;20,25;;;;2;1900;1700;SA2;23;late;numeric;3;29
85;Pannonskaia;Hungaria;Gyoma 133;46,94;20,86;;;;2;1900;1700;SA2;23;late;numeric;2;2
86;Pannonskaia;Hungaria;Gyoma 133;46,934;20,877;;;;2;1900;1800;SA2;23;late;numeric;2;2
87;Pannonskaia;Hungaria;Gorzsa;46,3;20,4;s2;;;2;1100;500;SA2-3;24;late;numeric;1;3
88;Pannonskaia;Hungaria;Tiszagyenda-Morotva (Lak);47,36;20,44;s2;;;2;1100;500;SA2-3;24;late;numeric;2;10
89;Pannonskaia;Hungaria;Nyaregyha;47,26;19,51;s1-2;;;2;1600;500;SA2-3;24;late;numeric;1;1
90;Pannonskaia;Hungaria;Gorzsa;46,3;20,4;s2;;;2;1600;500;SA2-3;24;late;numeric;2;3
91;Pannonskaia;Hungaria;Endrod 19;46,94;20,83;s1-2;;;2;1600;500;SA2-3;24;late;numeric;1;6
92;Pannonskaia;Hungaria;Tiszavasv;47,96;21,36;s1-2;;;2;1600;500;SA2-3;24;late;numeric;3;3
93;Pannonskaia;Hungaria;Zalkod-Ja;48,19;21,46;s1-2;;;2;1600;500;SA2-3;24;late;numeric;3;26
94;Pannonskaia;Hungaria;Szentkir?ly;46,9;19,91;s2;;;2;400;300;SA3;25;late;numeric;1;3
95;Pannonskaia;Hungaria;Nyarsapat;47,1;19,804;s2;;;2;450;500;SA3;25;late;numeric;2;2
96;Pannonskaia;Hungaria;Buda-Var-Pasa palota (Castle-the Pasha Palace);47,493;19,051;s2;;;2;459;301;SA3;25;late;numeric;2;14
97;Pannonskaia;Hungaria;Barcs - Elementary school 2;46,38;18,73;s2;;;2;500;300;SA3;25;late;numeric;3;45
98;Pannonskaia;Hungaria;Vac;47,78;19,13;s2;;;2;500;400;SA3;25;late;numeric;2;2
99;Pannonskaia;Hungaria;Vac;47,78;19,13;s2;;;2;500;400;SA3;25;late;numeric;2;2
100;Pannonskaia;Hungaria;Perk?ta;47;18,81;s2;;;2;600;400;SA3;25;late;numeric;3;14
101;Pannonskaia;Hungaria;Vac;47,78;19,13;s2;;;2;600;500;SA3;25;late;numeric;3;12
102;Pannonskaia;Hungaria;Vac;47,78;19,13;s2;;;2;600;500;SA3;25;late;numeric;3;12
103;Pannonskaia;Hungaria;Orgondaszentmikl?s;47,22;20,6;s2;;;2;600;400;SA3;25;late;numeric;2;2
104;Pannonskaia;Hungaria;Gyula-Var (Castle);46,646;21,286;s2;;;2;600;300;SA3;25;late;numeric;3;7
105;Pannonskaia;Hungaria;Nagyvazsony-Csepely;46,98;17,7;s2;;;2;700;400;SA3;25;late;numeric;3;34
106;Pannonskaia;Hungaria;Mende-Leanyvar;47,67;18,78;s2;;;2;800;700;SA3;25;late;numeric;2;2
107;Pannonskaia;Hungaria;Buda-Var;47,48;19,05;s2;;;2;800;700;SA3;25;late;numeric;1;1
108;Pannonskaia;Hungaria;Sarud-Pocstoltes;47,59;20,59;s2;;;2;900;700;SA3;25;late;numeric;1;7
109;Dneprovskaia;Moldova;Kokora I;45,9;28,19;e`neolit;4500Ц4000†лет до н.†э.;;1;6500;6000;AT2;3;middle;numeric;4;72
110;Dneprovskaia;Moldova;Vulkaneshty`;45,79;28,39;e`neolit;5860+-150;;1;6500;6000;AT2;3;middle;numeric;5;30
111;Dneprovskaia;Moldova;Lopatcika I;45,93;28,41;e`neolit;4500Ц4000†лет до н.†э.;;1;6500;6000;AT2;3;middle;numeric;2;11
112;Dneprovskaia;Moldova;Taracliia;46,11;28,68;e`neolit;4500Ц4000†лет до н.†э.;;1;6500;6000;AT2;3;middle;binary;4;4
113;Dneprovskaia;Ukrane;Buz`ki;49,54;32,07;neolit;кон. 5- 1 пол. 4 тыс. до н.э.;;1;6250;5500;AT2-3;4;middle;numeric;4;72
114;Dneprovskaia;Ukrane;Kuti;49,97;28,5;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;1;5
115;Dneprovskaia;Moldova;Novy`e Ruseshty` I;46,93;28,65;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;7;869
116;Dneprovskaia;Moldova;Karbuna;46,71;28,95;e`neolit;4500†-3500 до†н.†э.;;1;6500;5500;AT2-3;4;middle;numeric;4;18
117;Dneprovskaia;Ukrane;Belilovka;49,68;29,03;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;1;4
118;Dneprovskaia;Moldova;Alexanderovka I;46,72;29,03;e`neolit;4500†-3500 до†н.†э.;;1;6500;5500;AT2-3;4;middle;numeric;4;36
119;Dneprovskaia;Ukrane;Chervona Gorka 1;50,4;29,17;e`neolit;;;1;6500;4650;AT2-3;4;middle;numeric;1;1
120;Dneprovskaia;Ukrane;Pliskov;49,38;29,29;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;2;2
121;Dneprovskaia;Ukrane;Iagniatin;49,76;29,3;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;2;2
122;Dneprovskaia;Ukrane;Pavoloch`;49,87;29,45;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;4;21
123;Dneprovskaia;Ukrane;Grenovka;48,18;30,15;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;1;9
124;Dneprovskaia;Ukrane;Sabatinovka (I?);48,18;30,18;e`neolit;;;1;6500;4650;AT2-3;4;middle;numeric;4;111
125;Dneprovskaia;Ukrane;Sabatinovka II;48,17;30,18;e`neolit;4500†-3500 до†н.†э.;;1;6500;5500;AT2-3;4;middle;numeric;4;166
126;Dneprovskaia;Ukrane;Sabatinovka I;48,18;30,19;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;2;12
127;Dneprovskaia;Ukrane;Sushkovka;48,41;30,2;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;binary;2;2
128;Dneprovskaia;Ukrane;Grebeniukov Iar;48,49;30,42;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;binary;5;5
129;Dneprovskaia;Ukrane;Mai`danetckoe-1†;48,49;30,42;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;binary;4;4
130;Dneprovskaia;Ukrane;Halep`e;50,06;30,49;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;3;13
131;Dneprovskaia;Ukrane;Kolomii`shchina 2;50,06;30,5;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;3;13
132;Dneprovskaia;Ukrane;Kiev;50,45;30,52;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;3;63
133;Dneprovskaia;Ukrane;Kievskie zemlianki;50,45;30,52;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;binary;4;4
134;Dneprovskaia;Ukrane;Vladimirovka;48,64;32,01;e`neolit;4500-2650†гг. до†н.†э.;;1;6500;4650;AT2-3;4;middle;numeric;3;15
135;Dneprovskaia;Ukrane;Moliuhov Bugor (Bibikova i Zhuravlev);49,13;32,49;e`neolit;;m Capreolus;1;6500;4650;AT2-3;4;middle;numeric;5;814
136;Dneprovskaia;Ukrane;Dereivka;48,91;33,78;e`neolit;;;1;6500;4650;AT2-3;4;middle;numeric;4;513
137;Dneprovskaia;Ukrane;Novaia Chertoriia;50,03;27,7;e`neolit;3150Ч2650†гг. до†н.†э.;;1;5150;4650;AT3;5;middle;numeric;1;27
138;Dneprovskaia;Ukrane;Troianov;50,11;28,53;e`neolit;3150Ч2650†гг. до†н.†э.;;1;5150;4650;AT3;5;middle;numeric;4;46
139;Dneprovskaia;Ukrane;Gorodsk (tripol`skii`);50,38;29,17;e`neolit;3150Ч2650†гг. до†н.†э.;;1;5150;4650;AT3;5;middle;numeric;5;202
140;Dneprovskaia;Ukrane;Sy`retc;50,47;30,44;e`neolit;3150Ч2650†гг. до†н.†э.;;1;5150;4650;AT3;5;middle;numeric;1;34
141;Dneprovskaia;Ukrane;Podgortcy` I;50,23;30,54;e`neolit;3150Ч2650†гг. до†н.†э.;;1;5150;4650;AT3;5;middle;numeric;4;111
142;Dneprovskaia;Ukrane;Podgortcy` II;50,23;30,54;e`neolit;3150Ч2650†гг. до†н.†э.;;1;5150;4650;AT3;5;middle;numeric;3;8
143;Dneprovskaia;Ukrane;Stary`e Bezradichi;50,17;30,58;e`neolit;3150Ч2650†гг. до†н.†э.;;1;5150;4650;AT3;5;middle;numeric;4;20
